대여건수,반납건수
657.62,655.8
829.5849056603773,826.3962264150944
870.4615384615385,865.9807692307693
578.1607142857143,574.1071428571429
407.94444444444446,404.3333333333333
414.30555555555554,405.30555555555554
361.97222222222223,357.0833333333333
452.94736842105266,439.2894736842105
422.26190476190476,417.26190476190476
327.1904761904762,327.9761904761905
874.6034482758621,875.3620689655172
818.4827586206897,820.8448275862069
756.1896551724138,754.6206896551724
1104.1379310344828,1097.6896551724137
1005.2542372881356,998.8983050847457
662.2575757575758,657.7575757575758
683.1904761904761,729.1428571428571
608.8095238095239,643.1904761904761
534.6818181818181,559.9090909090909
778.4090909090909,814.5454545454545
535.2413793103449,561.0689655172414
382.741935483871,393.2258064516129
1004.219512195122,1034.0975609756097
911.7560975609756,952.0975609756098
827.8536585365854,875.8536585365854
1113.8333333333333,1149.142857142857
954.6458333333334,981.6458333333334
718.795918367347,738.2244897959183
967.5714285714286,988.4
855.0833333333334,890.5277777777778
759.0555555555555,782.7777777777778
1126.361111111111,1137.361111111111
886.0487804878048,896.4878048780488
584.0975609756098,586.8780487804878
1517.8333333333333,1522.4722222222222
1371.945205479452,1369.6986301369864
1230.6986301369864,1233.4246575342465
1691.7534246575342,1687.6301369863013
1507.0,1532.28
963.6666666666666,999.6666666666666
938.3478260869565,872.1086956521739
846.7234042553191,791.7872340425532
762.5957446808511,708.0425531914893
974.2340425531914,912.468085106383
876.0784313725491,800.2352941176471
655.3921568627451,583.4117647058823
707.2727272727273,686.2337662337662
632.012987012987,608.4415584415584
552.2077922077922,540.3246753246754
796.3048780487804,793.8170731707318
703.5348837209302,697.4186046511628
454.91954022988506,449.0919540229885
1170.9464285714287,1167.517857142857
1028.017857142857,1027.5892857142858
923.9642857142857,928.125
1289.5714285714287,1289.6785714285713
1149.3684210526317,1154.9122807017543
747.8387096774194,749.6774193548387
811.0,817.8888888888889
739.3111111111111,754.7777777777778
655.7777777777778,654.8444444444444
953.0888888888888,941.8666666666667
821.78,820.0
588.625,585.4285714285714
1235.8260869565217,1246.0869565217392
1046.8115942028985,1054.6521739130435
922.2463768115942,932.8550724637681
1290.4125,1308.825
1277.037037037037,1290.6049382716049
800.1627906976744,809.2325581395348
711.2439024390244,751.560975609756
659.452380952381,698.1666666666666
606.5238095238095,631.6428571428571
863.4285714285714,899.4047619047619
739.3469387755102,768.2448979591836
504.0980392156863,513.6666666666666
1425.972602739726,1399.6575342465753
1323.7945205479452,1287.5342465753424
1198.5890410958905,1179.5479452054794
1681.150684931507,1671.4520547945206
1389.9753086419753,1377.1604938271605
918.0952380952381,911.5833333333334
918.5757575757576,917.6060606060606
754.8181818181819,753.2121212121212
690.4848484848485,690.1515151515151
997.6176470588235,997.3823529411765
830.2432432432432,842.3243243243244
514.1891891891892,523.4054054054054
743.9795918367347,784.1020408163265
671.3673469387755,708.6734693877551
598.2352941176471,628.4313725490196
801.9803921568628,832.9215686274509
629.0833333333334,652.4833333333333
450.06666666666666,462.65
1138.1090909090908,1052.0181818181818
1082.5272727272727,1002.3272727272728
1000.5818181818182,939.4909090909091
1102.967213114754,1026.5901639344263
1038.7619047619048,979.7619047619048
842.4285714285714,817.7142857142857
950.78125,874.125
871.3333333333334,763.6666666666666
773.5625,687.625
1007.25,931.5
931.6571428571428,861.2571428571429
733.8684210526316,686.4473684210526
632.72,663.88
587.62,610.16
512.86,533.4
718.4,744.98
655.68,674.38
457.03846153846155,466.86538461538464
